timestamp,open (USD),high (USD),low (USD),close (USD),open (USD),high (USD),low (USD),close (USD),volume,market cap (USD)
2021-11-15,65519.11000000,66401.82000000,63400.00000000,63606.74000000,65519.11000000,66401.82000000,63400.00000000,63606.74000000,37829.37124000,37829.37124000
2021-11-13,64122.22000000,65000.00000000,63360.22000000,64380.00000000,64122.22000000,65000.00000000,63360.22000000,64380.00000000,22504.97383000,22504.97383000
2021-11-11,64882.42000000,65600.07000000,64100.00000000,64774.26000000,64882.42000000,65600.07000000,64100.00000000,64774.26000000,37237.98058000,37237.98058000
2021-11-09,67525.82000000,68524.25000000,66222.40000000,66947.66000000,67525.82000000,68524.25000000,66222.40000000,66947.66000000,44661.37806800,44661.37806800
2021-11-07,61470.62000000,63286.35000000,61322.78000000,63273.59000000,61470.62000000,63286.35000000,61322.78000000,63273.59000000,25515.68830000,25515.68830000
2021-11-05,61395.01000000,62595.72000000,60721.00000000,60937.12000000,61395.01000000,62595.72000000,60721.00000000,60937.12000000,31604.48749000,31604.48749000
2021-11-03,63220.57000000,63500.00000000,60382.76000000,62896.48000000,63220.57000000,63500.00000000,60382.76000000,62896.48000000,43336.09049000,43336.09049000
2021-11-01,61299.81000000,62437.74000000,59405.00000000,60911.11000000,61299.81000000,62437.74000000,59405.00000000,60911.11000000,44687.66672000,44687.66672000
2021-10-30,62253.70000000,62359.25000000,60673.00000000,61859.19000000,62253.70000000,62359.25000000,60673.00000000,61859.19000000,31478.12566000,31478.12566000
2021-10-28,58413.44000000,62499.00000000,57820.00000000,60575.89000000,58413.44000000,62499.00000000,57820.00000000,60575.89000000,61056.35301000,61056.35301000
2021-10-26,63078.78000000,63293.48000000,59817.55000000,60328.81000000,63078.78000000,63293.48000000,59817.55000000,60328.81000000,40217.50083000,40217.50083000
2021-10-24,61286.75000000,61500.00000000,59510.63000000,60852.22000000,61286.75000000,61500.00000000,59510.63000000,60852.22000000,31226.57676000,31226.57676000
2021-10-22,62193.15000000,63732.39000000,60000.00000000,60688.22000000,62193.15000000,63732.39000000,60000.00000000,60688.22000000,52119.35886000,52119.35886000
2021-10-20,64280.59000000,67000.00000000,63481.40000000,66001.41000000,64280.59000000,67000.00000000,63481.40000000,66001.41000000,51428.93485600,51428.93485600
2021-10-18,61528.32000000,62695.78000000,59844.45000000,62009.84000000,61528.32000000,62695.78000000,59844.45000000,62009.84000000,51798.44844000,51798.44844000
2021-10-16,61672.42000000,62378.42000000,60150.00000000,60875.57000000,61672.42000000,62378.42000000,60150.00000000,60875.57000000,35467.88096000,35467.88096000
2021-10-14,57370.83000000,58532.54000000,56818.05000000,57347.94000000,57370.83000000,58532.54000000,56818.05000000,57347.94000000,43053.33678100,43053.33678100
2021-10-12,57471.35000000,57680.00000000,53879.00000000,55996.93000000,57471.35000000,57680.00000000,53879.00000000,55996.93000000,53471.28550000,53471.28550000
2021-10-10,54949.72000000,56561.31000000,54080.00000000,54659.00000000,54949.72000000,56561.31000000,54080.00000000,54659.00000000,89237.83612800,89237.83612800
2021-10-08,53785.22000000,56100.00000000,53617.61000000,53951.43000000,53785.22000000,56100.00000000,53617.61000000,53951.43000000,46160.25785000,46160.25785000
2021-10-06,51471.99000000,55750.00000000,50382.41000000,55315.00000000,51471.99000000,55750.00000000,50382.41000000,55315.00000000,79877.54518100,79877.54518100
2021-10-04,48200.01000000,49536.12000000,46891.00000000,49224.94000000,48200.01000000,49536.12000000,46891.00000000,49224.94000000,46796.49372000,46796.49372000
2021-10-02,48141.60000000,48336.59000000,47430.18000000,47634.90000000,48141.60000000,48336.59000000,47430.18000000,47634.90000000,30508.98131000,30508.98131000
2021-09-30,41524.29000000,44141.37000000,41410.17000000,43824.10000000,41524.29000000,44141.37000000,41410.17000000,43824.10000000,46381.22781000,46381.22781000
2021-09-28,42147.35000000,42787.38000000,40888.00000000,41026.54000000,42147.35000000,42787.38000000,40888.00000000,41026.54000000,43372.26240000,43372.26240000
2021-09-26,42670.63000000,43950.00000000,40750.00000000,43160.90000000,42670.63000000,43950.00000000,40750.00000000,43160.90000000,49879.99765000,49879.99765000
2021-09-24,44865.26000000,45200.00000000,40675.00000000,42810.57000000,44865.26000000,45200.00000000,40675.00000000,42810.57000000,84113.42629200,84113.42629200
2021-09-22,40734.09000000,44000.55000000,40565.39000000,43543.61000000,40734.09000000,44000.55000000,40565.39000000,43543.61000000,58349.05542000,58349.05542000
2021-09-20,47241.75000000,47347.25000000,42500.00000000,43015.62000000,47241.75000000,47347.25000000,42500.00000000,43015.62000000,78003.52444300,78003.52444300
2021-09-18,47299.98000000,48843.20000000,47035.56000000,48292.74000000,47299.98000000,48843.20000000,47035.56000000,48292.74000000,30906.47038000,30906.47038000
2021-09-16,48121.40000000,48557.00000000,47021.10000000,47737.82000000,48121.40000000,48557.00000000,47021.10000000,47737.82000000,40725.08895000,40725.08895000
2021-09-14,44940.72000000,47250.00000000,44594.44000000,47111.52000000,44940.72000000,47250.00000000,44594.44000000,47111.52000000,44855.85099000,44855.85099000
2021-09-12,45173.68000000,46460.00000000,44742.06000000,46025.24000000,45173.68000000,46460.00000000,44742.06000000,46025.24000000,32094.28052000,32094.28052000
2021-09-10,46395.14000000,47033.00000000,44132.29000000,44850.91000000,46395.14000000,47033.00000000,44132.29000000,44850.91000000,49048.26618000,49048.26618000
2021-09-08,46868.57000000,47340.99000000,44412.02000000,46048.31000000,46868.57000000,47340.99000000,44412.02000000,46048.31000000,65069.31520000,65069.31520000
2021-09-06,51756.88000000,52780.00000000,50969.33000000,52663.90000000,51756.88000000,52780.00000000,50969.33000000,52663.90000000,49249.66708100,49249.66708100
2021-09-04,49998.00000000,50535.69000000,49370.00000000,49915.64000000,49998.00000000,50535.69000000,49370.00000000,49915.64000000,34664.65959000,34664.65959000
2021-09-02,48810.51000000,50450.13000000,48584.06000000,49246.64000000,48810.51000000,50450.13000000,48584.06000000,49246.64000000,54410.77053800,54410.77053800
2021-08-31,46982.91000000,48246.11000000,46700.00000000,47100.89000000,46982.91000000,48246.11000000,46700.00000000,47100.89000000,48645.52737000,48645.52737000
2021-08-29,48895.35000000,49632.27000000,47762.54000000,48767.83000000,48895.35000000,49632.27000000,47762.54000000,48767.83000000,32652.28347300,32652.28347300
2021-08-27,46843.86000000,49149.93000000,46348.00000000,49069.90000000,46843.86000000,49149.93000000,46348.00000000,49069.90000000,42068.10496500,42068.10496500
2021-08-25,47674.01000000,49264.30000000,47126.28000000,48973.32000000,47674.01000000,49264.30000000,47126.28000000,48973.32000000,44655.83034200,44655.83034200
2021-08-23,49239.22000000,50500.00000000,49029.00000000,49488.85000000,49239.22000000,50500.00000000,49029.00000000,49488.85000000,52462.54195400,52462.54195400
2021-08-21,49322.47000000,49757.04000000,48222.00000000,48821.87000000,49322.47000000,49757.04000000,48222.00000000,48821.87000000,46745.13658400,46745.13658400
2021-08-19,44699.37000000,47033.00000000,43927.70000000,46760.62000000,44699.37000000,47033.00000000,43927.70000000,46760.62000000,53411.75392000,53411.75392000
2021-08-17,45901.30000000,47160.00000000,44376.00000000,44695.95000000,45901.30000000,47160.00000000,44376.00000000,44695.95000000,57039.34162900,57039.34162900
2021-08-15,47068.50000000,47372.27000000,45500.00000000,46973.82000000,47068.50000000,47372.27000000,45500.00000000,46973.82000000,42110.71133400,42110.71133400
2021-08-13,44400.06000000,47886.00000000,44217.39000000,47800.00000000,44400.06000000,47886.00000000,44217.39000000,47800.00000000,48239.37043100,48239.37043100
2021-08-11,45585.00000000,46743.47000000,45341.14000000,45511.00000000,45585.00000000,46743.47000000,45341.14000000,45511.00000000,52734.90197700,52734.90197700
2021-08-09,43794.36000000,46454.15000000,42779.00000000,46253.40000000,43794.36000000,46454.15000000,42779.00000000,46253.40000000,74587.88484500,74587.88484500
2021-08-07,42836.87000000,44700.00000000,42446.41000000,44572.54000000,42836.87000000,44700.00000000,42446.41000000,44572.54000000,73396.74080800,73396.74080800
2021-08-05,39723.17000000,41350.00000000,37332.70000000,40862.46000000,39723.17000000,41350.00000000,37332.70000000,40862.46000000,84343.75562100,84343.75562100
2021-08-03,39146.86000000,39780.00000000,37642.03000000,38207.05000000,39146.86000000,39780.00000000,37642.03000000,38207.05000000,57117.43585300,57117.43585300
2021-08-01,41461.84000000,42599.00000000,39422.01000000,39845.44000000,41461.84000000,42599.00000000,39422.01000000,39845.44000000,53953.18632600,53953.18632600
2021-07-30,40018.49000000,42316.71000000,38313.23000000,42206.37000000,40018.49000000,42316.71000000,38313.23000000,42206.37000000,73602.78480500,73602.78480500
2021-07-28,39456.61000000,40900.00000000,38772.00000000,40019.56000000,39456.61000000,40900.00000000,38772.00000000,40019.56000000,101344.52844100,101344.52844100
2021-07-26,35381.02000000,40550.00000000,35205.78000000,37237.60000000,35381.02000000,40550.00000000,35205.78000000,37237.60000000,152452.51272400,152452.51272400
2021-07-24,33634.10000000,34500.00000000,33401.14000000,34258.14000000,33634.10000000,34500.00000000,33401.14000000,34258.14000000,47977.55013800,47977.55013800
2021-07-22,32144.51000000,32591.35000000,31708.00000000,32287.83000000,32144.51000000,32591.35000000,31708.00000000,32287.83000000,46148.09243300,46148.09243300
2021-07-20,30839.65000000,31063.07000000,29278.00000000,29790.35000000,30839.65000000,31063.07000000,29278.00000000,29790.35000000,61034.04901700,61034.04901700
2021-07-18,31520.07000000,32435.00000000,31108.97000000,31778.56000000,31520.07000000,32435.00000000,31108.97000000,31778.56000000,35923.71618600,35923.71618600
2021-07-16,31874.49000000,32249.18000000,31020.00000000,31383.87000000,31874.49000000,32249.18000000,31020.00000000,31383.87000000,48499.86415400,48499.86415400
2021-07-14,32729.12000000,33114.03000000,31550.00000000,32820.02000000,32729.12000000,33114.03000000,31550.00000000,32820.02000000,46777.82348400,46777.82348400
2021-07-12,34259.00000000,34678.43000000,32658.34000000,33086.63000000,34259.00000000,34678.43000000,32658.34000000,33086.63000000,48181.40376200,48181.40376200
2021-07-10,33815.81000000,34262.00000000,33004.78000000,33502.87000000,33815.81000000,34262.00000000,33004.78000000,33502.87000000,34761.17546800,34761.17546800
2021-07-08,33862.11000000,33929.64000000,32077.00000000,32875.71000000,33862.11000000,33929.64000000,32077.00000000,32875.71000000,70136.48032000,70136.48032000
2021-07-06,33690.15000000,35118.88000000,33532.00000000,34220.01000000,33690.15000000,35118.88000000,33532.00000000,34220.01000000,58210.59634900,58210.59634900
2021-07-04,34669.12000000,35967.85000000,34357.15000000,35286.51000000,34669.12000000,35967.85000000,34357.15000000,35286.51000000,43703.47578900,43703.47578900
2021-07-02,33502.33000000,33977.04000000,32699.00000000,33786.55000000,33502.33000000,33977.04000000,32699.00000000,33786.55000000,56172.18137800,56172.18137800
2021-06-30,35911.72000000,36100.00000000,34017.55000000,35045.00000000,35911.72000000,36100.00000000,34017.55000000,35045.00000000,77152.19763400,77152.19763400
2021-06-28,34702.49000000,35297.71000000,33862.72000000,34494.89000000,34702.49000000,35297.71000000,33862.72000000,34494.89000000,82222.26781900,82222.26781900
2021-06-26,31576.09000000,32730.00000000,30151.00000000,32283.65000000,31576.09000000,32730.00000000,30151.00000000,32283.65000000,107820.37528700,107820.37528700
2021-06-24,33675.07000000,35298.00000000,32286.57000000,34663.09000000,33675.07000000,35298.00000000,32286.57000000,34663.09000000,86625.80426000,86625.80426000
2021-06-22,31614.12000000,33298.78000000,28805.00000000,32509.56000000,31614.12000000,33298.78000000,28805.00000000,32509.56000000,204208.17976200,204208.17976200
2021-06-20,35483.72000000,36137.72000000,33336.00000000,35600.16000000,35483.72000000,36137.72000000,33336.00000000,35600.16000000,89878.17085000,89878.17085000
2021-06-18,38092.97000000,38202.84000000,35129.29000000,35819.84000000,38092.97000000,38202.84000000,35129.29000000,35819.84000000,95228.04293500,95228.04293500
2021-06-16,40143.80000000,40527.14000000,38116.01000000,38349.01000000,40143.80000000,40527.14000000,38116.01000000,38349.01000000,87771.97693700,87771.97693700
2021-06-14,39020.56000000,41064.05000000,38730.00000000,40516.29000000,39020.56000000,41064.05000000,38730.00000000,40516.29000000,108522.39194900,108522.39194900
2021-06-12,37331.98000000,37463.63000000,34600.36000000,35546.11000000,37331.98000000,37463.63000000,34600.36000000,35546.11000000,87717.54999000,87717.54999000
2021-06-10,37388.05000000,38491.00000000,35782.00000000,36675.72000000,37388.05000000,38491.00000000,35782.00000000,36675.72000000,109527.28494300,109527.28494300
2021-06-08,33556.96000000,34068.01000000,31000.00000000,33380.81000000,33556.96000000,34068.01000000,31000.00000000,33380.81000000,123251.18903700,123251.18903700
2021-06-06,35516.07000000,36480.00000000,35222.00000000,35796.31000000,35516.07000000,36480.00000000,35222.00000000,35796.31000000,47650.20663700,47650.20663700
2021-06-04,39246.78000000,39289.07000000,35555.15000000,36829.00000000,39246.78000000,39289.07000000,35555.15000000,36829.00000000,91317.79924500,91317.79924500
2021-06-02,36694.85000000,38225.00000000,35920.00000000,37568.68000000,36694.85000000,38225.00000000,35920.00000000,37568.68000000,67587.37249500,67587.37249500
2021-05-31,35641.26000000,37499.00000000,34153.84000000,37253.81000000,35641.26000000,37499.00000000,34153.84000000,37253.81000000,94160.73528900,94160.73528900
2021-05-29,35661.79000000,37338.58000000,33632.76000000,34605.15000000,35661.79000000,37338.58000000,33632.76000000,34605.15000000,112663.09268900,112663.09268900
2021-05-27,39241.92000000,40411.14000000,37134.27000000,38529.98000000,39241.92000000,40411.14000000,37134.27000000,38529.98000000,86547.15879400,86547.15879400
2021-05-25,38810.99000000,39791.77000000,36419.62000000,38324.72000000,38810.99000000,39791.77000000,36419.62000000,38324.72000000,111996.22840400,111996.22840400
2021-05-23,37458.51000000,38270.64000000,31111.01000000,34655.25000000,37458.51000000,38270.64000000,31111.01000000,34655.25000000,217136.04659300,217136.04659300
2021-05-21,40525.39000000,42200.00000000,33488.00000000,37252.01000000,40525.39000000,42200.00000000,33488.00000000,37252.01000000,202100.88825800,202100.88825800
2021-05-19,42849.78000000,43584.90000000,30000.00000000,36690.09000000,42849.78000000,43584.90000000,30000.00000000,36690.09000000,354347.24316100,354347.24316100
2021-05-17,46426.83000000,46686.00000000,42001.00000000,43538.04000000,46426.83000000,46686.00000000,42001.00000000,43538.04000000,166657.17273600,166657.17273600
2021-05-15,49844.16000000,50700.00000000,46555.00000000,46762.99000000,49844.16000000,50700.00000000,46555.00000000,46762.99000000,89437.44935900,89437.44935900
2021-05-13,49537.15000000,51367.19000000,46000.00000000,49670.97000000,49537.15000000,51367.19000000,46000.00000000,49670.97000000,147332.00212100,147332.00212100
2021-05-11,55816.14000000,56862.43000000,54370.00000000,56670.02000000,55816.14000000,56862.43000000,54370.00000000,56670.02000000,64329.54055000,64329.54055000
2021-05-09,58866.53000000,59300.00000000,56235.66000000,58240.84000000,58866.53000000,59300.00000000,56235.66000000,58240.84000000,69806.11991000,69806.11991000
2021-05-07,56393.68000000,58650.00000000,55241.63000000,57314.75000000,56393.68000000,58650.00000000,55241.63000000,57314.75000000,74542.74782900,74542.74782900
2021-05-05,53205.05000000,58069.82000000,52900.00000000,57436.11000000,53205.05000000,58069.82000000,52900.00000000,57436.11000000,77263.92343900,77263.92343900
2021-05-03,56578.21000000,58981.44000000,56435.00000000,57169.39000000,56578.21000000,58981.44000000,56435.00000000,57169.39000000,57649.93128600,57649.93128600
2021-05-01,57697.25000000,58458.07000000,56956.14000000,57800.37000000,57697.25000000,58458.07000000,56956.14000000,57800.37000000,42600.35183600,42600.35183600
2021-04-29,54846.23000000,55195.84000000,52330.94000000,53555.00000000,54846.23000000,55195.84000000,52330.94000000,53555.00000000,52486.01945500,52486.01945500
2021-04-27,54001.38000000,55460.00000000,53222.00000000,55011.97000000,54001.38000000,55460.00000000,53222.00000000,55011.97000000,54064.03467500,54064.03467500
2021-04-25,50047.84000000,50567.91000000,46930.00000000,49066.77000000,50047.84000000,50567.91000000,46930.00000000,49066.77000000,58255.64500400,58255.64500400
2021-04-23,51690.95000000,52131.85000000,47500.00000000,51125.14000000,51690.95000000,52131.85000000,47500.00000000,51125.14000000,132230.78071900,132230.78071900
2021-04-21,56425.00000000,56757.91000000,53536.02000000,53787.63000000,56425.00000000,56757.91000000,53536.02000000,53787.63000000,66984.75690900,66984.75690900
2021-04-19,56150.01000000,57526.81000000,54221.58000000,55633.14000000,56150.01000000,57526.81000000,54221.58000000,55633.14000000,78229.04226700,78229.04226700
2021-04-17,61334.81000000,62506.05000000,59580.91000000,60006.66000000,61334.81000000,62506.05000000,59580.91000000,60006.66000000,58912.25612800,58912.25612800
2021-04-15,62959.53000000,63800.00000000,62020.00000000,63159.98000000,62959.53000000,63800.00000000,62020.00000000,63159.98000000,51649.70034000,51649.70034000
2021-04-13,59860.01000000,63777.77000000,59805.15000000,63575.00000000,59860.01000000,63777.77000000,59805.15000000,63575.00000000,82848.68874600,82848.68874600
2021-04-11,59769.13000000,60699.00000000,59232.52000000,60002.43000000,59769.13000000,60699.00000000,59232.52000000,60002.43000000,41156.71539100,41156.71539100
2021-04-09,58077.52000000,58894.90000000,57654.00000000,58142.54000000,58077.52000000,58894.90000000,57654.00000000,58142.54000000,40831.88491100,40831.88491100
2021-04-07,57990.03000000,58655.00000000,55473.00000000,55953.45000000,57990.03000000,58655.00000000,55473.00000000,55953.45000000,71228.40565900,71228.40565900
2021-04-05,58202.01000000,59272.00000000,56777.77000000,59129.99000000,58202.01000000,59272.00000000,56777.77000000,59129.99000000,54258.01579000,54258.01579000
2021-04-03,58950.01000000,59791.72000000,56880.00000000,57051.94000000,58950.01000000,59791.72000000,56880.00000000,57051.94000000,47409.85211300,47409.85211300
2021-04-01,58739.46000000,59490.00000000,57935.45000000,58720.44000000,58739.46000000,59490.00000000,57935.45000000,58720.44000000,47415.61722000,47415.61722000
2021-03-30,57635.46000000,59368.00000000,57071.35000000,58746.57000000,57635.46000000,59368.00000000,57071.35000000,58746.57000000,55122.44312200,55122.44312200
2021-03-28,55817.14000000,56559.75000000,54691.84000000,55777.63000000,55817.14000000,56559.75000000,54691.84000000,55777.63000000,39050.38751100,39050.38751100
2021-03-26,51293.78000000,55073.46000000,51214.60000000,55025.59000000,51293.78000000,55073.46000000,51214.60000000,55025.59000000,63813.77469200,63813.77469200
2021-03-24,54342.80000000,57200.00000000,51700.00000000,52303.65000000,54342.80000000,57200.00000000,51700.00000000,52303.65000000,83537.46502100,83537.46502100
2021-03-22,57351.56000000,58430.73000000,53650.00000000,54083.25000000,57351.56000000,58430.73000000,53650.00000000,54083.25000000,62581.62616900,62581.62616900
2021-03-20,58030.01000000,59880.00000000,57820.17000000,58102.28000000,58030.01000000,59880.00000000,57820.17000000,58102.28000000,44476.94177600,44476.94177600
2021-03-18,58912.97000000,60129.97000000,57023.00000000,57648.16000000,58912.97000000,60129.97000000,57023.00000000,57648.16000000,66580.40667500,66580.40667500
2021-03-16,55605.20000000,56938.29000000,53271.34000000,56900.75000000,55605.20000000,56938.29000000,53271.34000000,56900.75000000,77986.69435500,77986.69435500
2021-03-14,61188.38000000,61724.79000000,58966.78000000,58968.31000000,61188.38000000,61724.79000000,58966.78000000,58968.31000000,52601.05275000,52601.05275000
2021-03-12,57773.15000000,58081.51000000,54962.84000000,57221.72000000,57773.15000000,58081.51000000,54962.84000000,57221.72000000,73405.40604700,73405.40604700
2021-03-10,54874.67000000,57387.69000000,53005.00000000,55851.59000000,54874.67000000,57387.69000000,53005.00000000,55851.59000000,84749.23894300,84749.23894300
2021-03-08,50959.11000000,52402.78000000,49274.67000000,52375.17000000,50959.11000000,52402.78000000,49274.67000000,52375.17000000,66987.35966400,66987.35966400
2021-03-06,48746.81000000,49200.00000000,47070.00000000,48882.20000000,48746.81000000,49200.00000000,47070.00000000,48882.20000000,44399.23424200,44399.23424200
2021-03-04,50349.37000000,51773.88000000,47500.00000000,48374.09000000,50349.37000000,51773.88000000,47500.00000000,48374.09000000,82649.71682900,82649.71682900
2021-03-02,49595.76000000,50200.00000000,47047.60000000,48440.65000000,49595.76000000,50200.00000000,47047.60000000,48440.65000000,64221.06214000,64221.06214000
2021-02-28,46103.67000000,46638.46000000,43000.00000000,45135.66000000,46103.67000000,46638.46000000,43000.00000000,45135.66000000,83055.36904200,83055.36904200
2021-02-26,47073.73000000,48424.11000000,44106.78000000,46276.87000000,47073.73000000,48424.11000000,44106.78000000,46276.87000000,109423.20066300,109423.20066300
2021-02-24,48891.00000000,51374.99000000,46988.69000000,49676.20000000,48891.00000000,51374.99000000,46988.69000000,49676.20000000,91881.20925200,91881.20925200
2021-02-22,57412.35000000,57508.47000000,47622.00000000,54087.67000000,57412.35000000,57508.47000000,47622.00000000,54087.67000000,134019.43494400,134019.43494400
2021-02-20,55906.00000000,57700.46000000,53863.93000000,55841.19000000,55906.00000000,57700.46000000,53863.93000000,55841.19000000,80948.20531400,80948.20531400
2021-02-18,52117.67000000,52530.00000000,50901.90000000,51552.60000000,52117.67000000,52530.00000000,50901.90000000,51552.60000000,60758.04695400,60758.04695400
2021-02-16,47911.10000000,50689.18000000,47003.62000000,49133.45000000,47911.10000000,50689.18000000,47003.62000000,49133.45000000,88813.26629800,88813.26629800
2021-02-14,47156.78000000,49707.43000000,47014.17000000,48577.79000000,47156.78000000,49707.43000000,47014.17000000,48577.79000000,73735.47553300,73735.47553300
2021-02-12,47968.66000000,48985.80000000,46125.00000000,47287.60000000,47968.66000000,48985.80000000,46125.00000000,47287.60000000,85870.03569700,85870.03569700
2021-02-10,46420.42000000,47310.00000000,43727.00000000,44807.58000000,46420.42000000,47310.00000000,43727.00000000,44807.58000000,97154.18220000,97154.18220000
2021-02-08,38795.69000000,46794.45000000,37988.89000000,46374.87000000,38795.69000000,46794.45000000,37988.89000000,46374.87000000,138597.53691400,138597.53691400
2021-02-06,38289.32000000,40955.51000000,38215.94000000,39186.94000000,38289.32000000,40955.51000000,38215.94000000,39186.94000000,98757.31118300,98757.31118300
2021-02-04,37620.26000000,38708.27000000,36161.95000000,36936.66000000,37620.26000000,38708.27000000,36161.95000000,36936.66000000,92080.73589800,92080.73589800
2021-02-02,33517.09000000,35984.33000000,33418.00000000,35466.24000000,33517.09000000,35984.33000000,33418.00000000,35466.24000000,78056.65988000,78056.65988000
2021-01-31,34262.89000000,34342.69000000,32171.67000000,33092.98000000,34262.89000000,34342.69000000,32171.67000000,33092.98000000,68742.28038400,68742.28038400
2021-01-29,33368.18000000,38531.90000000,31915.40000000,34252.20000000,33368.18000000,38531.90000000,31915.40000000,34252.20000000,231827.00562600,231827.00562600
2021-01-27,32464.01000000,32557.29000000,29241.72000000,30366.15000000,32464.01000000,32557.29000000,29241.72000000,30366.15000000,95911.96171100,95911.96171100
2021-01-25,32259.45000000,34875.00000000,31910.00000000,32254.20000000,32259.45000000,34875.00000000,31910.00000000,32254.20000000,88499.22692100,88499.22692100
2021-01-23,32950.00000000,33456.00000000,31390.16000000,32078.00000000,32950.00000000,33456.00000000,31390.16000000,32078.00000000,64595.28767500,64595.28767500
2021-01-21,35468.23000000,35600.00000000,30071.00000000,30850.13000000,35468.23000000,35600.00000000,30071.00000000,30850.13000000,131803.18292600,131803.18292600
2021-01-19,36622.46000000,37850.00000000,35844.06000000,35891.49000000,36622.46000000,37850.00000000,35844.06000000,35891.49000000,79611.30776900,79611.30776900
2021-01-17,35994.98000000,36852.50000000,33850.00000000,35828.61000000,35994.98000000,36852.50000000,33850.00000000,35828.61000000,80157.72738400,80157.72738400
2021-01-15,39145.21000000,39747.76000000,34408.00000000,36742.22000000,39145.21000000,39747.76000000,34408.00000000,36742.22000000,118300.92091600,118300.92091600
2021-01-13,34049.15000000,37850.00000000,32380.00000000,37371.38000000,34049.15000000,37850.00000000,32380.00000000,37371.38000000,124477.91493800,124477.91493800
2021-01-11,38150.02000000,38264.74000000,30420.00000000,35404.47000000,38150.02000000,38264.74000000,30420.00000000,35404.47000000,249131.53994300,249131.53994300
2021-01-09,40586.96000000,41380.00000000,38720.00000000,40088.22000000,40586.96000000,41380.00000000,38720.00000000,40088.22000000,75785.97967500,75785.97967500
2021-01-07,36769.36000000,40365.00000000,36300.00000000,39432.28000000,36769.36000000,40365.00000000,36300.00000000,39432.28000000,132825.70043700,132825.70043700
2021-01-05,31989.75000000,34360.00000000,29900.00000000,33949.53000000,31989.75000000,34360.00000000,29900.00000000,33949.53000000,116049.99703800,116049.99703800
2021-01-03,32176.45000000,34778.11000000,31962.99000000,33000.05000000,32176.45000000,34778.11000000,31962.99000000,33000.05000000,120957.56675000,120957.56675000
2021-01-01,28923.63000000,29600.00000000,28624.57000000,29331.69000000,28923.63000000,29600.00000000,28624.57000000,29331.69000000,54182.92501100,54182.92501100
2020-12-30,27385.00000000,28996.00000000,27320.00000000,28875.54000000,27385.00000000,28996.00000000,27320.00000000,28875.54000000,95356.05782600,95356.05782600
2020-12-28,26281.54000000,27500.00000000,26101.00000000,27079.41000000,26281.54000000,27500.00000000,26101.00000000,27079.41000000,79721.74249600,79721.74249600
